,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Slope From SSURGO,Slope From USGS Elevation Data,Bulk Density,Slope Length/USLE L Factor,Deepest Soil Horizon Layer,Organic Matter,pH,Saturated Hydraulic Conductivity,7-Day Maximum Precipitation,Runoff,Erodibility,Depth to Upper Horizon Boundary,Total Depth of Soil,2-Month Average Precipitation,62-Day Average Precipitation,Available Water Capacity,Brooks-Corey Theta 33,Hydrologic Group,Longitude,Latitude,Stability,Saturation Difference after Precipitation,Wetting Front,Runoff_CN,event_date,max_1_day_prcp,max_3_day_prcp,max_7_day_prcp,max_14_day_prcp,avg_30_day_prcp,avg_60_day_prcp,avg_90_day_prcp,avg_365_day_prcp,max_1_day_prcp_mean_flux,max_3_day_prcp_mean_flux,max_7_day_prcp_mean_flux,max_14_day_prcp_mean_flux,avg_30_day_prcp_mean_flux,avg_60_day_prcp_mean_flux,avg_90_day_prcp_mean_flux,avg_365_day_prcp_mean_flux,Runoff_CN_Best,max_1_day_prcp_mean_flux_nc,max_3_day_prcp_mean_flux_nc,max_7_day_prcp_mean_flux_nc,max_14_day_prcp_mean_flux_nc,avg_30_day_prcp_mean_flux_nc,avg_60_day_prcp_mean_flux_nc,avg_90_day_prcp_mean_flux_nc,avg_365_day_prcp_mean_flux_nc
38,38,38,176,176,176,5.0,7.054650783538818,1.45,61.0,2.0,1.5,7.9,9.0,23.6,2.0,1.0,0.0,13.0,62.0,1.9174603174603173,0.18,30.0,2.0,-103.248599,36.373363,1.0,14.3,,0.0,2010-07-26,2.0,23.6,23.6,23.6,2.935483870967742,1.9803278688524588,2.079120879120879,1.278415300546448,2.0288418e-08,3.730872e-06,3.730872e-06,1.1726028e-05,5.838146707977902e-06,2.4306822443635643e-05,1.9604925732831985e-05,1.5433281662193937e-05,0.0,5.622686876449734e-05,6.022760135238059e-05,3.785188528127037e-05,4.086137778358534e-05,2.8041367841069587e-05,1.5614703443134204e-05,1.5527553841820918e-05,7.674158950976562e-06
39,39,39,218,218,218,1.0,11.702437400817873,1.4,,4.0,2.0,6.7,0.92,10.0,0.0,,48.0,86.0,0.0,0.3095238095238095,0.16,35.2,5.0,-98.85455,46.887407,1.0,14.2,,0.0,2010-08-05,0.0,0.5,10.0,28.1,3.563333333333333,2.549090909090909,2.725974025974026,1.039568345323741,4.146459e-06,4.146459e-06,1.0748933e-05,0.00014027956,1.461768439578922e-05,1.953877316229724e-05,2.003460626978116e-05,1.365315063708004e-05,0.0,4.401777187013067e-05,1.4672590623376891e-05,6.288253189268289e-06,1.3475198102241848e-05,3.603267759899609e-05,3.5309687518747523e-05,2.608377872093115e-05,1.1940075637539849e-05
40,40,40,95,95,95,3.0,6.225965976715088,1.4,,3.0,0.25,4.6,40.0,4.1,2.0,1.0,15.0,25.0,0.0,0.4412698412698413,0.08,11.7,2.0,-77.617688,35.958872,1.0,8.299999,51.0,0.0,2010-08-16,0.0,0.0,4.1,54.5,2.582142857142857,1.509259259259259,1.685714285714286,1.5530405405405407,1.229576e-08,2.8596709e-05,9.085232e-05,9.085232e-05,6.024897173661781e-05,7.272855498571124e-05,6.955709158935047e-05,5.330658509369216e-05,0.0,0.00010283278970746323,6.314458005363122e-05,4.083803287358023e-05,2.64935806626454e-05,2.0960462279617786e-05,1.7210259102284908e-05,2.6007121050497517e-05,3.6346282286103815e-05
41,41,41,421,421,421,1.0,5.438400745391846,1.5,,2.0,1.32,6.8,4.0,5.6,4.0,0.0,0.0,22.0,0.0,0.480952380952381,0.18,14.6,5.0,-95.685827,29.81091,1.0,9.400001,203.0,0.0,2010-08-21,0.0,5.6,6.9,6.9,0.8,4.166037735849057,3.036585365853658,2.2681528662420383,1.032489e-05,1.032489e-05,1.032489e-05,8.131174e-05,8.131173263354063e-06,5.182084444288615e-06,1.889626127010908e-05,3.445676246978587e-05,0.0,0.0,3.44826839864254e-05,2.1385689251474105e-05,3.1356827093986794e-05,2.500395021343138e-05,1.831686131481547e-05,1.6232499547186308e-05,2.4417349777650088e-05
42,42,42,348,348,348,2.0,6.648931503295898,1.28,55.0,4.0,2.0,8.2,9.0,7.6,,,20.0,71.0,155.9,2.753968253968254,0.15,28.7,2.0,-98.181549,43.042837,1.0,14.1,,,2010-08-22,0.0,7.6,7.6,22.6,3.761290322580645,2.844262295081968,5.124175824175825,2.1360655737704923,7.4184086e-08,7.4184086e-08,3.1898367e-07,1.7545667e-06,4.69625392155248e-06,1.7999325763674897e-05,1.632373308235852e-05,1.5116122873557677e-05,0.0,0.0,1.967592652363237e-06,8.432539857494703e-07,8.432539857494703e-07,1.0102918167831376e-05,8.053922101680655e-06,1.1298141544102691e-05,1.192195213661762e-05
43,43,43,418,418,418,1.0,6.6619791984558105,1.6,61.0,4.0,0.75,6.2,9.17,0.8,2.0,1.0,18.0,86.0,62.66666666666666,2.125396825396825,0.14,32.2,4.0,-86.251087,41.508437,1.0,12.3,76.0,0.0,2010-09-01,0.0,0.0,0.8,11.4,0.7548387096774194,2.1950819672131145,3.006593406593406,2.259016393442623,3.806435e-16,5.1158535e-05,0.00013211038,0.00013211038,1.0433612137940527e-05,1.687006746344145e-05,1.6845574460368667e-05,2.4943233403150104e-05,0.0,1.1556444405869115e-05,2.0592871806002222e-05,1.8057598936138675e-05,9.076308197109029e-05,4.6901222958695143e-05,3.874091635225341e-05,3.7290636100806296e-05,2.9850672945030965e-05
44,44,44,268,268,268,2.0,16.316978454589844,1.58,38.0,5.0,0.2,5.0,28.0,0.3,2.0,0.0,97.0,178.0,0.0,1.0285714285714285,0.12,15.8,4.0,-87.560599,34.465174,1.0,9.200001,203.0,0.0,2010-09-03,0.0,0.0,0.3,7.6,1.5310344827586204,2.173684210526316,1.859770114942529,2.734808259587021,4.22377e-06,2.2588933e-05,3.3170356e-05,3.3170356e-05,1.9436894442083887e-05,2.726500125764285e-05,3.228071517755401e-05,4.6135611489505113e-05,0.0,0.0,0.0,0.0,1.2679963219852652e-05,6.386575114447623e-05,6.68584689265117e-05,5.8801266277441755e-05,4.8420653911307454e-05
45,45,45,474,474,474,1.0,11.245861053466797,1.4,,2.0,0.0,8.0,0.92,15.2,,,10.0,25.0,158.0,3.092063492063492,0.09,36.7,5.0,-93.366321,48.502521,1.0,13.2,157.0,,2010-09-08,15.2,15.2,15.2,15.2,2.9838709677419355,3.1934426229508195,4.235164835164835,2.1363387978142074,9.109316e-07,4.9437635e-06,3.768521e-05,3.768521e-05,8.21303507437607e-06,1.170681503117078e-05,1.719662402219216e-05,1.9086098384278544e-05,,0.0,6.083108019083738e-05,2.6070463718497194e-05,4.234502193867229e-05,2.780325485218782e-05,3.816053140326403e-05,4.171658292762004e-05,2.0975256120436825e-05
46,46,46,447,447,447,8.0,10.451703071594238,1.3,46.0,2.0,3.9,5.3,5.5,35.1,,1.0,0.0,21.0,96.33333333333331,3.5222222222222217,0.22,25.6,6.0,-79.918884,42.120353,1.0,13.5,183.0,,2010-09-17,35.1,35.1,35.1,35.1,3.270967741935484,3.6131147540983606,3.220879120879121,2.6658469945355194,4.3615662e-05,6.257106e-05,6.257106e-05,9.033408e-05,2.035185790468453e-05,2.0531461909109893e-05,2.159502302798318e-05,3.029683546077801e-05,,0.0,0.0,0.0,1.9256103769293986e-05,2.991606197610963e-05,4.1021459765033796e-05,3.585737795219757e-05,3.678158100228757e-05
47,47,47,422,422,422,2.0,14.741496086120604,1.4,55.0,1.0,0.55,8.2,9.17,16.5,2.0,,102.0,152.0,74.0,1.2682539682539684,0.13,24.2,2.0,-103.404056,36.571439,1.0,7.800001,,0.0,2010-09-20,16.5,16.5,16.5,16.5,0.6483870967741936,1.3098360655737706,1.5516483516483517,1.20327868852459,1.890662e-08,7.072813e-05,7.072813e-05,7.072813e-05,1.251399721917726e-05,1.1822419993866006e-05,1.0310577721698823e-05,1.4833414484422396e-05,0.0,0.0,0.0,1.2915977549710078e-06,4.957447345077526e-06,1.1626412742771208e-05,3.104862116742879e-05,2.983036029036157e-05,1.0564090189291164e-05
48,48,48,427,427,427,3.0,8.556961059570312,1.32,61.0,4.0,1.3,7.6,0.21,0.0,5.0,1.0,13.0,51.0,0.0,0.419047619047619,0.15,39.4,6.0,-96.470813,31.94512,1.0,,,0.0,2010-09-30,0.0,0.0,1.3,1.4,0.9892857142857142,1.0892857142857142,0.915,1.217753623188406,1.1273598e-05,1.1795154e-05,0.00016460741,0.00016460741,1.4292717710221818e-05,9.574233216668696e-06,7.566645847629559e-06,2.9761112588005737e-05,0.0,0.0,4.070174691150896e-05,4.3084022763650864e-05,2.225090611318592e-05,2.6923125915345736e-05,1.90681512322044e-05,1.6438822058262303e-05,2.242269147245679e-05
49,49,49,867,867,867,5.0,78.57566833496094,1.45,15.0,4.0,1.31,4.9,9.0,298.7,5.0,0.0,10.0,48.0,149.75,7.2063492063492065,0.18,30.4,4.0,-76.3915,38.3558,0.0,9.199999,183.0,0.0,2010-10-01,298.7,298.7,298.7,298.7,12.341935483870968,7.41639344262295,5.563736263736264,4.178571428571429,0.0,4.237431e-05,4.3599175e-05,8.679528e-05,1.880647518021e-05,2.0978475025210164e-05,3.227883303417602e-05,4.4617244373192685e-05,11.75984887,0.0,0.0,0.0,4.4861651986138895e-05,3.834034578176215e-05,3.2922616810537875e-05,2.9267279387568124e-05,2.7535070330486633e-05
50,50,50,291,291,291,9.0,46.54822540283203,1.64,46.0,2.0,1.0,7.2,91.74,0.0,2.0,,0.0,18.0,0.0,0.2761904761904761,0.1,14.7,0.0,-101.909775,40.290092,1.0,9.3,,0.0,2010-10-13,0.0,0.8,0.8,0.8,0.6571428571428573,0.5943396226415094,0.8423076923076923,0.8789115646258504,6.4557983e-19,1.2184724e-17,7.089618e-05,7.089618e-05,6.39378526633037e-06,1.1336363456242284e-05,9.84891361583969e-06,1.2675984403481256e-05,0.0,2.295526792295277e-05,9.361393313156441e-05,4.7716333938296884e-05,2.990062967000995e-05,1.3953626876173075e-05,1.268341475224588e-05,1.7840460714069195e-05,1.7044254491338506e-05
51,51,51,46,46,46,2.0,6.359007358551025,1.5,61.0,5.0,0.0,4.5,5.0,1.8,,0.0,152.0,203.0,208.3333333333333,9.568253968253968,0.18,24.9,1.0,-77.18525,34.918571,1.0,9.6,203.0,,2010-10-18,0.0,0.0,1.8,1.8,13.648387096774192,9.50655737704918,7.895604395604396,4.723224043715847,9.759335e-07,9.759335e-07,0.00013509525,0.00013509525,2.367116101495157e-05,1.9280226533451e-05,4.017715331134157e-05,5.984696795944208e-05,0.0,8.52104858495295e-05,0.00011910279863514006,5.1044054998783395e-05,3.382812428753823e-05,9.015342948259786e-05,7.592667680000886e-05,5.503454303834587e-05,4.421098128659651e-05
52,52,52,94,94,94,2.0,6.006397724151611,1.65,,2.0,15.7,4.3,28.0,1.3,0.0,0.0,8.0,25.0,106.66666666666669,4.81904761904762,0.13,28.1,1.0,-75.245872,38.501238,1.0,-4.900002,51.0,0.0,2010-11-12,0.0,0.0,1.3,18.0,3.967741935483871,4.244262295081968,3.506593406593407,3.168852459016393,2.4331262e-06,2.4331262e-06,1.585688e-05,0.00011557525,1.529152170402085e-05,2.077859513308908e-05,2.1051760788150786e-05,4.60709119000918e-05,0.0,0.0,0.0,2.2002006517141126e-05,3.505580025375821e-05,4.0465485653840005e-05,4.610246469383128e-05,3.765921064768918e-05,3.4891610994236544e-05
53,53,53,362,362,362,15.0,10.417950630187988,1.25,33.0,2.0,2.0,7.2,9.17,0.0,3.0,0.0,0.0,20.0,0.0,0.0049180327868852,0.22,27.7,2.0,-102.247914,43.153142,1.0,,,0.0,2010-11-13,0.3,0.3,0.9,0.9,0.0925925925925925,0.479245283018868,0.4773333333333333,0.4950530035335689,2.4705881e-11,1.69968e-05,1.69968e-05,1.69968e-05,5.759790175185208e-06,6.146737814142577e-06,4.373256120501416e-06,1.308161094799815e-05,0.0,0.0,0.0,0.0,0.0,1.0936296348518226e-05,1.837970739870798e-05,1.5216855899780057e-05,1.6432857592008077e-05
54,54,54,564,564,564,2.0,5.211733341217041,1.23,,2.0,1.5,7.2,3.0,0.5,2.0,,0.0,20.0,0.0,0.0129032258064516,0.19,31.0,4.0,-104.189971,37.338201,1.0,14.2,,0.0,2010-11-17,0.5,0.5,0.5,0.5,0.4285714285714285,0.2157894736842105,0.1835294117647058,0.5733118971061094,7.680796e-16,1.3913069e-05,2.5157666e-05,2.5157666e-05,9.957951508953734e-06,5.922112362876764e-06,9.49236725461144e-06,1.676435354148597e-05,0.0,0.0,0.0,0.0,0.0,1.325932316831313e-05,1.1674836969177704e-05,1.1767116120608989e-05,7.612598892592359e-06
55,55,55,471,471,471,50.0,49.34502410888672,1.3,,1.0,3.0,7.2,9.0,0.0,4.0,,0.0,15.0,0.0,0.1936507936507936,0.13,20.2,4.0,-116.035844,40.631762,1.0,14.5,,0.0,2010-11-20,0.0,0.0,0.0,6.4,2.0407407407407403,1.0363636363636362,0.7439024390243901,0.3669966996699669,1.3954054e-06,3.7111407e-05,3.7111407e-05,4.7717087e-05,6.990990474470303e-06,7.394500846354384e-06,7.471999961939406e-06,1.1731106343277476e-05,0.0,0.0,0.0,0.0,2.3645861801924184e-05,1.233960847457638e-05,1.1698269190674182e-05,8.564137715438846e-06,1.0935101272480097e-05
56,56,56,437,437,437,30.0,65.7603759765625,1.0,31.0,3.0,2.8,4.8,6.0,5.0,,0.0,8.0,13.0,126.5,4.314285714285714,0.22,18.9,4.0,-71.237551,44.991168,1.0,13.7,55.0,,2010-11-25,1.8,5.0,5.0,7.2,2.829032258064516,4.359016393442624,4.106593406593406,3.378356164383562,1.0925029e-06,5.935431e-06,0.00041436666,0.00041436666,5.163324545390475e-05,4.825037603206616e-05,4.303601094556479e-05,3.986411519679195e-05,,0.0,3.568844113033265e-05,4.095986150787212e-05,2.547952681197785e-05,2.264175418531522e-05,2.9074288249830715e-05,3.044461118406616e-05,4.008624819107354e-05
57,57,57,225,225,225,1.0,2.183295965194702,1.42,61.0,4.0,0.7,8.1,0.91,0.0,2.0,1.0,66.0,131.0,32.333333333333336,0.9634920634920636,0.17,34.0,4.0,-98.977998,38.020731,1.0,12.1,,0.0,2010-11-30,0.0,0.0,0.0,1.8,1.038709677419355,0.9950819672131148,0.7120879120879121,1.7565573770491805,1.585902e-05,1.585902e-05,1.585902e-05,1.585902e-05,7.543875622368199e-06,5.045257295944623e-06,7.514833936724598e-06,1.2825502843544932e-05,0.0,0.0,0.0,0.0,0.0,1.4882731420584605e-06,4.850534241995774e-05,3.440970613155514e-05,2.079737896565348e-05
58,58,58,966,966,966,70.0,73.49637603759766,1.05,,1.0,6.5,5.6,28.0,55.6,,,0.0,30.0,160.66666666666666,5.300000000000002,0.11,14.9,2.0,-122.2288,47.5513,0.0,15.4,12.0,,2010-12-12,60.0,60.0,60.0,60.0,6.006451612903225,5.495081967213115,5.301098901098901,3.193169398907104,7.329298e-05,7.329298e-05,0.00039559833,0.00039559833,0.0001120662866053,7.902435961972787e-05,5.434662303011702e-05,2.846571849747452e-05,,8.522745338268578e-05,7.893091242294759e-05,8.937239181250334e-05,8.046099537750706e-05,0.00010769578511826694,7.41820695111528e-05,5.0215556257171556e-05,2.7641515771392733e-05
59,59,59,869,869,869,35.0,79.54727172851562,1.36,61.0,2.0,9.0,5.8,50.0,55.6,,,0.0,18.0,160.66666666666666,5.426984126984127,0.1,19.6,0.0,-122.2816,47.7212,0.0,,,,2010-12-12,60.0,60.0,60.0,60.0,5.12258064516129,4.581967213114754,4.28021978021978,2.927868852459016,6.3438805e-05,8.5962456e-05,0.0003920031,0.0003920031,0.0001248161809476,8.791761395596845e-05,6.168711273001588e-05,3.185935624493632e-05,,9.740891982801259e-05,7.056715548969805e-05,7.78937028371729e-05,7.300237484741956e-05,9.433925151824951e-05,6.604147347388789e-05,4.438104951987043e-05,2.570047217886895e-05
60,60,60,879,879,879,35.0,49.11281967163086,1.36,61.0,2.0,9.0,5.8,50.0,55.6,,,0.0,18.0,160.66666666666666,5.241269841269842,0.1,19.6,0.0,-122.2756,47.7078,0.0,,,,2010-12-12,60.0,60.0,60.0,60.0,5.12258064516129,4.581967213114754,4.28021978021978,2.927868852459016,6.3438805e-05,8.5962456e-05,0.0003920031,0.0003920031,0.0001248161809476,8.791761395596845e-05,6.168711273001588e-05,3.185935624493632e-05,,9.740891982801259e-05,7.056715548969805e-05,7.78937028371729e-05,7.300237484741956e-05,9.433925151824951e-05,6.604147347388789e-05,4.438104951987043e-05,2.570047217886895e-05
61,61,61,697,697,697,2.0,10.344690322875977,1.43,,1.0,3.5,8.9,28.0,41.0,2.0,,0.0,30.0,0.0,0.961904761904762,0.1,21.8,2.0,-117.2599,34.0775,0.0,,,0.0,2010-12-22,69.9,69.9,69.9,69.9,5.527586206896552,3.2,2.2092105263157897,0.9379518072289156,1.8324191e-20,6.2699706e-07,1.39289905e-05,1.5640273e-05,2.985310895699444e-06,2.1297846782242105e-06,2.135248044879209e-06,4.560354882119622e-06,0.1989003829491711,0.0,0.0,5.580561264650896e-06,2.790280632325448e-06,3.012560682691401e-06,2.3266625248652417e-06,1.551108539388224e-06,8.788830200501252e-06
62,62,62,912,912,912,50.0,65.84727478027344,1.5,53.0,1.0,0.75,5.8,9.0,62.5,5.0,,0.0,25.0,70.89999999999999,2.8285714285714283,0.13,20.6,6.0,-117.2626,32.8296,0.0,11.1,,0.0,2010-12-22,62.5,62.5,62.5,62.5,4.612903225806452,2.90327868852459,2.2967032967032965,1.3109289617486335,2.2143262e-15,2.8359645e-07,5.6836875e-06,9.129868e-06,2.66972244022243e-06,2.073730478311076e-06,2.2183619813410848e-06,4.724846063093506e-06,2.46063125,0.0,0.0,9.881762707664166e-06,5.650235380016966e-06,3.589804009607178e-06,2.741744538070634e-06,1.8934159697892028e-06,7.4222216426278464e-06
63,63,63,590,590,590,3.0,0.2911757528781891,1.58,,4.0,0.25,6.7,0.215,22.9,5.0,,20.0,46.0,69.0,2.5761904761904764,0.05,33.2,6.0,-119.7847,36.8242,0.0,,,0.0,2010-12-26,16.5,16.5,22.9,28.4,3.6774193548387095,2.6606557377049183,1.848351648351648,1.0554644808743168,1.1787969e-12,0.00017149144,0.00017149144,0.00017149144,2.667421475032647e-05,1.5537927215993716e-05,1.1908372429239826e-05,1.5362606351141473e-05,0.64960665,0.0,0.0,0.0,2.1549760276684538e-05,1.4314462532638572e-05,1.0982515050272923e-05,7.321676548599498e-06,1.0100626241182908e-05
64,64,64,185,185,185,5.0,19.63811683654785,1.48,55.0,4.0,0.35,7.3,0.21,0.0,5.0,2.0,63.0,114.0,0.0,0.0238095238095238,0.16,35.1,6.0,-98.020005,29.49631,1.0,,,0.0,2010-12-27,0.0,0.0,0.0,0.0,0.0,0.0272727272727272,0.0317647058823529,1.005015673981191,1.7262973e-05,1.7262973e-05,1.7262973e-05,0.00038903367,5.233580004763374e-05,2.780567543670024e-05,2.4301027537790963e-05,2.6433911719207244e-05,0.0,0.0,0.0,0.0,0.0,7.991387974470854e-06,1.409814376529539e-05,2.3662540115765296e-05,1.7965799997909926e-05
65,65,65,110,110,110,18.0,2.6151375770568848,1.48,45.0,2.0,3.5,4.6,92.0,0.3,2.0,,0.0,5.0,45.79999999999999,1.4809523809523806,0.08,14.3,0.0,-84.528165,44.700831,1.0,6.599999,76.0,0.0,2010-12-29,0.3,0.3,0.3,0.8,1.8516129032258064,1.3590163934426227,1.4956043956043958,2.023497267759563,2.0614046e-07,2.4640751e-06,2.4640751e-06,2.8650176e-05,2.003444796487841e-05,2.748187841364937e-05,2.405607086434489e-05,2.177177630406345e-05,0.0,4.5035863877274096e-05,2.020194733631797e-05,1.9334966054884717e-05,3.6790264857700095e-05,2.276240411447361e-05,2.8986547476961277e-05,2.801045229716692e-05,2.9968954549985938e-05
66,66,66,475,475,475,6.0,27.40780639648437,1.45,,2.0,2.0,7.5,9.17,5.8,,,0.0,15.0,1.3333333333333333,0.6761904761904761,0.14,22.1,2.0,-97.193323,45.492879,1.0,14.3,110.0,,2010-12-30,5.8,5.8,5.8,7.3,1.2709677419354837,0.6983606557377048,0.9681318681318682,1.759065934065934,2.4023686e-06,2.4023686e-06,8.71525e-06,1.023143e-05,1.7458159373960827e-05,1.506858399404704e-05,1.1761565004833106e-05,1.249025418530332e-05,,9.308606968261302e-05,3.385656964383088e-05,1.4509957509289961e-05,7.254978754644981e-06,3.645216111181071e-06,4.865411483478965e-06,1.3954389032733161e-05,2.2264748622546904e-05
67,67,67,615,615,615,60.0,72.53887939453125,1.42,61.0,5.0,0.25,6.6,0.3,11.2,,,81.0,150.0,160.66666666666666,5.58888888888889,0.17,31.3,6.0,-122.3919,47.5121,0.0,13.9,,,2010-12-30,2.3,11.2,12.4,12.4,7.670967741935483,5.7901639344262295,5.196703296703297,3.279234972677596,9.6124815e-05,0.0001224842,0.0003244971,0.0003244971,8.905749781864609e-05,9.43106146087704e-05,7.382531096401552e-05,3.0742161096153905e-05,,0.0,1.9550332581275143e-05,8.378713573620189e-06,4.8914858780335635e-05,8.72968666953966e-05,9.085208148462698e-05,6.805739394621924e-05,2.7936433980357833e-05
68,68,68,1032,1032,1032,35.0,50.59831619262695,1.36,61.0,2.0,9.0,5.8,50.0,44.2,,,0.0,18.0,123.43333333333334,4.095238095238095,0.1,19.6,0.0,-122.38904264,47.5182519,0.0,,,,2010-12-30,2.3,11.2,12.4,12.4,7.670967741935483,5.7901639344262295,5.196703296703297,3.279234972677596,9.6124815e-05,0.0001224842,0.0003244971,0.0003244971,8.905749781864609e-05,9.43106146087704e-05,7.382531096401552e-05,3.0742161096153905e-05,,0.0,1.9550332581275143e-05,8.378713573620189e-06,4.8914858780335635e-05,8.72968666953966e-05,9.085208148462698e-05,6.805739394621924e-05,2.7936433980357833e-05
69,69,69,1043,1043,1043,35.0,69.79435729980469,1.36,61.0,2.0,9.0,5.8,50.0,44.2,,,0.0,18.0,123.43333333333334,4.095238095238095,0.1,19.6,0.0,-122.387218,47.52013049,0.0,,,,2010-12-30,2.3,11.2,12.4,12.4,7.670967741935483,5.7901639344262295,5.196703296703297,3.279234972677596,9.6124815e-05,0.0001224842,0.0003244971,0.0003244971,8.905749781864609e-05,9.43106146087704e-05,7.382531096401552e-05,3.0742161096153905e-05,,0.0,1.9550332581275143e-05,8.378713573620189e-06,4.8914858780335635e-05,8.72968666953966e-05,9.085208148462698e-05,6.805739394621924e-05,2.7936433980357833e-05
70,70,70,253,253,253,2.0,4.194959163665772,1.35,,2.0,2.0,4.5,9.0,8.3,0.0,1.0,0.0,20.0,44.63333333333333,1.3015873015873018,0.17,24.3,5.0,-78.010687,35.331965,1.0,9.1,203.0,0.0,2010-12-31,0.0,0.0,8.3,8.3,1.6935483870967742,1.3442622950819672,1.468131868131868,2.6071232876712327,4.961767e-07,4.961767e-07,6.596796e-06,0.00015241023,9.796476883054812e-06,1.4424447598147122e-05,1.3343619323157771e-05,4.9107187533493694e-05,0.0,0.0,0.0,0.0,1.9164606783306226e-05,2.3490918465540744e-05,1.630899714655243e-05,1.8507835193304345e-05,3.408436168683693e-05
71,71,71,214,214,214,8.0,11.231230735778809,1.42,49.0,4.0,0.75,7.5,9.0,0.0,3.0,0.0,13.0,30.0,0.0,0.0,0.16,27.8,2.0,-104.51664,46.418456,1.0,10.5,,0.0,2010-12-31,,0.0,0.0,0.0,0.0,0.0,0.0912280701754386,0.7716666666666666,1.6570042e-05,0.000118033284,0.000118033284,0.000118033284,1.3477871695965854e-05,1.0681920073256444e-05,7.668040333306178e-06,1.040183207789192e-05,0.0,1.8721351807471365e-05,8.208043254853692e-06,3.5177326935809106e-06,4.092729795956984e-06,5.196653091843473e-06,7.4441027209104504e-06,9.137763299804647e-06,1.3651230801769998e-05
72,72,72,21,21,21,6.0,8.960915565490723,1.54,61.0,5.0,0.2,8.2,28.225,3.8,1.0,,43.0,81.0,9.666666666666666,0.4412698412698412,0.12,19.0,0.0,-104.435,40.998071,1.0,9.7,,0.0,2011-01-02,0.0,3.8,3.8,3.8,0.2903225806451613,0.4508196721311475,0.5351648351648352,1.0868852459016392,1.0749339e-05,1.0749339e-05,2.8734388e-05,2.8734388e-05,6.159604561175133e-06,6.556363330740604e-06,8.774845077396036e-06,1.3860658990082888e-05,0.0,0.0,0.0,0.0,1.8593449340187362e-06,1.7469676549808355e-06,2.7107787445856957e-06,8.406568667851388e-06,1.2853823136538267e-05
73,73,73,939,939,939,30.0,36.06322860717773,0.2,,1.0,75.0,4.5,373.0,13.3,,,0.0,3.0,,0.7580000000000001,0.45,60.0,2.0,-123.4932,45.6027,0.0,30.0,,,2011-01-15,,39.3,39.3,39.3,39.3,46.1,46.1,46.1,3.8495973e-06,0.0001206762,0.0002519636,0.0002519636,9.70797575469382e-05,9.68143108711449e-05,7.776223703342395e-05,3.6083372048927006e-05,,0.0,8.463118319923524e-06,4.4814067223342136e-05,9.453837265027687e-05,0.00010985731205437332,0.00021597342856694013,0.0001953141763806343,8.16500250948593e-05
74,74,74,868,868,868,30.0,62.91643524169922,1.0,,5.0,0.5,4.6,10.0,,,,112.0,157.0,,0.0,0.18,24.8,2.0,-123.8942,45.2001,0.0,13.9,,,2011-01-16,54.1,54.1,54.1,54.1,46.7,48.76666666666666,48.76666666666666,48.76666666666666,1.8669017e-06,0.000110718116,0.0003451558,0.0003451558,0.0001240426652031,0.0001150904213445,8.986522683137105e-05,4.097765775143858e-05,,0.0,3.561946141417138e-05,3.863786696456373e-05,5.7843524700729176e-05,9.210877033183351e-05,0.00018802394333761185,0.00016937001782935113,7.244545849971473e-05
75,75,75,847,847,847,60.0,2.202102899551392,0.9,,1.0,5.0,5.3,28.0,,,,0.0,28.0,0.0,0.7174603174603175,0.18,22.5,2.0,-124.2858,43.1389,0.0,13.0,,,2011-01-16,,,,,,,,40.3,2.4956245e-07,0.0001516734,0.00020047545,0.00020047545,0.000107838617634,9.42574594254596e-05,7.628457361109413e-05,3.749363505481485e-05,,0.0,2.7386051442590542e-05,5.2310228056740016e-05,3.1311519705923274e-05,5.2397328545339406e-05,0.0001110223529394716,0.00010220064723398536,4.258399712853134e-05
76,76,76,768,768,768,3.0,4.5568718910217285,1.18,,1.0,6.0,5.0,9.0,,,,0.0,36.0,,0.0,0.2,31.1,5.0,-124.2858,43.1391,0.0,14.0,,,2011-01-16,,,,,,,,40.3,2.4956245e-07,0.0001516734,0.00020047545,0.00020047545,0.000107838617634,9.42574594254596e-05,7.628457361109413e-05,3.749363505481485e-05,,0.0,2.7386051442590542e-05,5.2310228056740016e-05,3.1311519705923274e-05,5.2397328545339406e-05,0.0001110223529394716,0.00010220064723398536,4.258399712853134e-05
77,77,77,636,636,636,30.0,77.81982421875,1.0,,5.0,0.5,4.6,10.0,,,,112.0,157.0,,0.0,0.18,24.8,2.0,-123.8864,45.2076,0.0,13.9,,,2011-01-16,54.1,54.1,54.1,54.1,46.7,48.76666666666666,48.76666666666666,48.76666666666666,1.8669017e-06,0.000110718116,0.0003451558,0.0003451558,0.0001240426652031,0.0001150904213445,8.986522683137105e-05,4.097765775143858e-05,,0.0,3.561946141417138e-05,3.863786696456373e-05,5.7843524700729176e-05,9.210877033183351e-05,0.00018802394333761185,0.00016937001782935113,7.244545849971473e-05
